Detector,Profile,File,Threshold,Score,TP,TN,FP,FN,Total_Count
arimaFD6,standard,artificialNoAnomaly/art_daily_no_noise.csv,1.0,0.0,0,3428,0,0,3428
arimaFD6,standard,artificialNoAnomaly/art_daily_perfect_square_wave.csv,1.0,0.0,0,3428,0,0,3428
arimaFD6,standard,artificialNoAnomaly/art_daily_small_noise.csv,1.0,0.0,0,3428,0,0,3428
arimaFD6,standard,artificialNoAnomaly/art_flatline.csv,1.0,0.0,0,3428,0,0,3428
arimaFD6,standard,artificialNoAnomaly/art_noisy.csv,1.0,-1.3200000000000003,0,3416,12,0,3428
arimaFD6,standard,artificialWithAnomaly/art_daily_flatmiddle.csv,1.0,-1.0,0,3025,0,403,3428
arimaFD6,standard,artificialWithAnomaly/art_daily_jumpsdown.csv,1.0,-1.0,0,3025,0,403,3428
arimaFD6,standard,artificialWithAnomaly/art_daily_jumpsup.csv,1.0,-1.0,0,3025,0,403,3428
arimaFD6,standard,artificialWithAnomaly/art_daily_nojump.csv,1.0,-1.0,0,3025,0,403,3428
arimaFD6,standard,artificialWithAnomaly/art_increase_spike_density.csv,1.0,0.6619678779042705,1,3023,2,402,3428
arimaFD6,standard,artificialWithAnomaly/art_load_balancer_spikes.csv,1.0,-1.0,0,3025,0,403,3428
arimaFD6,standard,realAdExchange/exchange-2_cpc_results.csv,1.0,-1.326536484568745,0,1215,3,163,1381
arimaFD6,standard,realAdExchange/exchange-2_cpm_results.csv,1.0,-2.329954125449727,0,1216,3,162,1381
arimaFD6,standard,realAdExchange/exchange-3_cpc_results.csv,1.0,-3.549976923520921,0,1150,5,153,1308
arimaFD6,standard,realAdExchange/exchange-3_cpm_results.csv,1.0,-1.0,0,1155,0,153,1308
arimaFD6,standard,realAdExchange/exchange-4_cpc_results.csv,1.0,-3.0,0,1232,0,165,1397
arimaFD6,standard,realAdExchange/exchange-4_cpm_results.csv,1.0,-4.0,0,1233,0,164,1397
arimaFD6,standard,realAWSCloudwatch/ec2_cpu_utilization_24ae8d.csv,1.0,-2.0,0,3026,0,402,3428
arimaFD6,standard,realAWSCloudwatch/ec2_cpu_utilization_53ea38.csv,1.0,-0.1870324067727167,3,3007,19,399,3428
arimaFD6,standard,realAWSCloudwatch/ec2_cpu_utilization_5f5533.csv,1.0,-2.825479995729659,0,3018,8,402,3428
arimaFD6,standard,realAWSCloudwatch/ec2_cpu_utilization_77c1ca.csv,1.0,-1.1099994952510468,0,3024,1,403,3428
arimaFD6,standard,realAWSCloudwatch/ec2_cpu_utilization_825cc2.csv,1.0,-1.0,0,3085,0,343,3428
arimaFD6,standard,realAWSCloudwatch/ec2_cpu_utilization_ac20cd.csv,1.0,-1.0,0,3025,0,403,3428
arimaFD6,standard,realAWSCloudwatch/ec2_cpu_utilization_c6585a.csv,1.0,0.0,0,3428,0,0,3428
arimaFD6,standard,realAWSCloudwatch/ec2_cpu_utilization_fe7f93.csv,1.0,-3.0,0,3023,0,405,3428
arimaFD6,standard,realAWSCloudwatch/ec2_disk_write_bytes_1ef3de.csv,1.0,0.7449851946631548,1,3545,3,472,4021
arimaFD6,standard,realAWSCloudwatch/ec2_disk_write_bytes_c0d644.csv,1.0,-3.6528103866303465,0,3017,6,405,3428
arimaFD6,standard,realAWSCloudwatch/ec2_network_in_257a54.csv,1.0,-1.0,0,3025,0,403,3428
arimaFD6,standard,realAWSCloudwatch/ec2_network_in_5abac7.csv,1.0,-2.0,0,3547,0,474,4021
