Detector,Profile,File,Threshold,Score,TP,TN,FP,FN,Total_Count
arimaFD4,standard,realAWSCloudwatch/ec2_cpu_utilization_c6585a.csv,1.0,-0.55,0,3423,5,0,3428
arimaFD4,standard,realAWSCloudwatch/ec2_cpu_utilization_fe7f93.csv,1.0,-3.1100000000000003,0,3022,1,405,3428
arimaFD4,standard,realAWSCloudwatch/ec2_disk_write_bytes_1ef3de.csv,1.0,-1.22,0,3546,2,473,4021
arimaFD4,standard,realAWSCloudwatch/ec2_disk_write_bytes_c0d644.csv,1.0,-1.1264342475450622,1,3021,2,404,3428
arimaFD4,standard,realAWSCloudwatch/ec2_network_in_257a54.csv,1.0,-1.0,0,3025,0,403,3428
arimaFD4,standard,realAWSCloudwatch/ec2_network_in_5abac7.csv,1.0,-2.44,0,3543,4,474,4021
arimaFD4,standard,realAWSCloudwatch/elb_request_count_8c0756.csv,1.0,-2.0,0,3026,0,402,3428
arimaFD4,standard,realAWSCloudwatch/grok_asg_anomaly.csv,1.0,-1.345629641884086,2,3460,3,463,3928
arimaFD4,standard,realAWSCloudwatch/iio_us-east-1_i-a2eb1cd9_NetworkIn.csv,1.0,-2.0,0,931,0,126,1057
arimaFD4,standard,realAWSCloudwatch/rds_cpu_utilization_cc0c53.csv,1.0,-2.2199999999999998,0,3024,2,402,3428
arimaFD4,standard,realAWSCloudwatch/rds_cpu_utilization_e47b3b.csv,1.0,-2.4399998502245124,0,3022,4,402,3428
arimaFD4,standard,realKnownCause/ambient_temperature_system_failure.csv,1.0,-2.66,0,5785,6,726,6517
arimaFD4,standard,realKnownCause/cpu_utilization_asg_misconfiguration.csv,1.0,-1.55,0,15796,5,1499,17300
arimaFD4,standard,realKnownCause/ec2_request_latency_system_failure.csv,1.0,-3.55,0,3077,5,346,3428
arimaFD4,standard,realKnownCause/machine_temperature_system_failure.csv,1.0,-6.97,0,19650,27,2268,21945
arimaFD4,standard,realKnownCause/nyc_taxi.csv,1.0,-5.55,0,8530,5,1035,9570
arimaFD4,standard,realKnownCause/rogue_agent_key_hold.csv,1.0,-2.1099622495101595,0,1409,1,190,1600
arimaFD4,standard,realKnownCause/rogue_agent_key_updown.csv,1.0,-2.0,0,4035,0,530,4565
arimaFD4,standard,realTraffic/occupancy_6005.csv,1.0,-1.0,0,1784,0,239,2023
arimaFD4,standard,realTraffic/occupancy_t4013.csv,1.0,-2.2199999999999998,0,1873,2,250,2125
arimaFD4,standard,realTraffic/speed_6005.csv,1.0,-1.0,0,1886,0,239,2125
arimaFD4,standard,realTraffic/speed_7578.csv,1.0,-4.11,0,841,1,116,958
arimaFD4,standard,realTraffic/speed_t4013.csv,1.0,-2.1100000000000003,0,1870,1,250,2121
arimaFD4,standard,realTraffic/TravelTime_387.csv,1.0,-1.22,1,1874,2,248,2125
arimaFD4,standard,realTraffic/TravelTime_451.csv,1.0,-1.0,0,1621,0,217,1838
arimaFD4,standard,realTweets/Twitter_volume_AAPL.csv,1.0,-4.66,0,13558,6,1588,15152
arimaFD4,standard,realTweets/Twitter_volume_AMZN.csv,1.0,-0.9621345232419674,3,13493,8,1577,15081
arimaFD4,standard,realTweets/Twitter_volume_CRM.csv,1.0,-2.5423119046403797,2,13545,14,1591,15152
arimaFD4,standard,realTweets/Twitter_volume_CVS.csv,1.0,-2.6870406545904157,1,13562,15,1525,15103
arimaFD4,standard,realTweets/Twitter_volume_FB.csv,1.0,-1.323652319673742,4,13489,12,1578,15083
arimaFD4,standard,realTweets/Twitter_volume_GOOG.csv,1.0,-2.6652293437560695,1,13645,15,1431,15092
arimaFD4,standard,realTweets/Twitter_volume_IBM.csv,1.0,-1.0137593073592361,1,13550,3,1589,15143
arimaFD4,standard,realTweets/Twitter_volume_KO.csv,1.0,-2.3191652372161737,3,13501,13,1584,15101
arimaFD4,standard,realTweets/Twitter_volume_PFE.csv,1.0,-3.675991732493623,1,13505,15,1587,15108
arimaFD4,standard,realTweets/Twitter_volume_UPS.csv,1.0,0.47092919000428113,6,13527,4,1579,15116
Totals,,,,-104.83488558098007,33,299098,249,33462,332842
