Detector,Profile,File,Threshold,Score,TP,TN,FP,FN,Total_Count
arimaFD5,standard,realAWSCloudwatch/ec2_cpu_utilization_ac20cd.csv,1.0,-1.0,0,3025,0,403,3428
arimaFD5,standard,realAWSCloudwatch/ec2_cpu_utilization_c6585a.csv,1.0,-1.3200000000000003,0,3416,12,0,3428
arimaFD5,standard,realAWSCloudwatch/ec2_cpu_utilization_fe7f93.csv,1.0,-1.2879491160859005,1,3021,2,404,3428
arimaFD5,standard,realAWSCloudwatch/ec2_disk_write_bytes_1ef3de.csv,1.0,0.008153031909285388,1,3547,1,472,4021
arimaFD5,standard,realAWSCloudwatch/ec2_disk_write_bytes_c0d644.csv,1.0,-3.108292399485061,0,3022,1,405,3428
arimaFD5,standard,realAWSCloudwatch/ec2_network_in_257a54.csv,1.0,0.8741249559990424,1,3025,0,402,3428
arimaFD5,standard,realAWSCloudwatch/ec2_network_in_5abac7.csv,1.0,-2.2199999999999998,0,3545,2,474,4021
arimaFD5,standard,realAWSCloudwatch/elb_request_count_8c0756.csv,1.0,1.0646351956100037,2,3017,9,400,3428
arimaFD5,standard,realAWSCloudwatch/grok_asg_anomaly.csv,1.0,-3.1100000000000003,0,3462,1,465,3928
arimaFD5,standard,realAWSCloudwatch/iio_us-east-1_i-a2eb1cd9_NetworkIn.csv,1.0,-2.1100000000000003,0,930,1,126,1057
arimaFD5,standard,realAWSCloudwatch/rds_cpu_utilization_cc0c53.csv,1.0,-0.09616356924656888,1,3026,0,401,3428
arimaFD5,standard,realAWSCloudwatch/rds_cpu_utilization_e47b3b.csv,1.0,-0.09616356924656888,1,3026,0,401,3428
arimaFD5,standard,realKnownCause/ambient_temperature_system_failure.csv,1.0,-1.4082247584675216,1,5777,14,725,6517
arimaFD5,standard,realKnownCause/cpu_utilization_asg_misconfiguration.csv,1.0,-2.6500000000000004,0,15786,15,1499,17300
arimaFD5,standard,realKnownCause/ec2_request_latency_system_failure.csv,1.0,0.9015643614598268,4,3082,0,342,3428
arimaFD5,standard,realKnownCause/machine_temperature_system_failure.csv,1.0,1.982983924127895,5,19667,10,2263,21945
arimaFD5,standard,realKnownCause/nyc_taxi.csv,1.0,-0.24911614044982877,3,8532,3,1032,9570
arimaFD5,standard,realKnownCause/rogue_agent_key_hold.csv,1.0,-0.19750772000182137,1,1409,1,189,1600
arimaFD5,standard,realKnownCause/rogue_agent_key_updown.csv,1.0,-2.1100000000000003,0,4034,1,530,4565
arimaFD5,standard,realTraffic/occupancy_6005.csv,1.0,0.7273197879734156,1,1782,2,238,2023
arimaFD5,standard,realTraffic/occupancy_t4013.csv,1.0,1.6533582244003564,2,1873,2,248,2125
arimaFD5,standard,realTraffic/speed_6005.csv,1.0,0.44323340649254234,1,1882,4,238,2125
arimaFD5,standard,realTraffic/speed_7578.csv,1.0,-0.21999999999999997,2,840,2,114,958
arimaFD5,standard,realTraffic/speed_t4013.csv,1.0,-0.7321597507444301,6,1865,6,244,2121
arimaFD5,standard,realTraffic/TravelTime_387.csv,1.0,-1.3836001577741708,1,1873,3,248,2125
arimaFD5,standard,realTraffic/TravelTime_451.csv,1.0,0.9010431361078507,1,1621,0,216,1838
arimaFD5,standard,realTweets/Twitter_volume_AAPL.csv,1.0,-0.5065035635160571,2,13559,5,1586,15152
arimaFD5,standard,realTweets/Twitter_volume_AMZN.csv,1.0,-0.3468263457199745,2,13500,1,1578,15081
arimaFD5,standard,realTweets/Twitter_volume_CRM.csv,1.0,-2.401583249375702,3,13529,30,1590,15152
arimaFD5,standard,realTweets/Twitter_volume_CVS.csv,1.0,-2.2352896926689847,3,13566,11,1523,15103
arimaFD5,standard,realTweets/Twitter_volume_FB.csv,1.0,-0.34677450964291623,1,13499,2,1581,15083
arimaFD5,standard,realTweets/Twitter_volume_GOOG.csv,1.0,1.5698592542362164,4,13654,6,1428,15092
arimaFD5,standard,realTweets/Twitter_volume_IBM.csv,1.0,0.5750278291391533,3,13541,12,1587,15143
arimaFD5,standard,realTweets/Twitter_volume_KO.csv,1.0,0.8533273750646431,2,13514,0,1585,15101
arimaFD5,standard,realTweets/Twitter_volume_PFE.csv,1.0,-1.9868058941572162,2,13503,17,1586,15108
arimaFD5,standard,realTweets/Twitter_volume_UPS.csv,1.0,-3.6868038122513886,1,13525,6,1584,15116
Totals,,,,-36.46872013677755,77,298982,365,33418,332842
